,Premise 1,Premise 2,Premise 3,Conclusion,Argument Group,Phenomenon,Dataset,GPT-3.5,GPT-4
3092,fox,snake,,falcon,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3093,fox,snake,,mouse,Low,Thematic Match,Giallanza Phenomena,5.0,70.0
3094,parrot,cat,,turtle,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3095,parrot,cat,,magpie,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3096,cow,salmon,,turkey,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3097,cow,salmon,,mouse,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3098,cat,alligator,,vulture,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3099,cat,alligator,,cow,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3100,cobra,sword,,saw,High,Thematic Match,Giallanza Phenomena,50.0,45.0
3101,cobra,sword,,caiman,Low,Thematic Match,Giallanza Phenomena,50.0,45.0
3102,spear,wolf,,crocodile,High,Thematic Match,Giallanza Phenomena,50.0,55.0
3103,spear,wolf,,whip,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3104,turtle,parrot,,dog,High,Thematic Match,Giallanza Phenomena,0.0,65.0
3105,turtle,parrot,,chameleon,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3106,pistol,saw,,crocodile,High,Thematic Match,Giallanza Phenomena,5.0,5.0
3107,pistol,saw,,stick,Low,Thematic Match,Giallanza Phenomena,5.0,30.0
3108,caiman,eagle,,wolf,High,Thematic Match,Giallanza Phenomena,5.0,65.0
3109,caiman,eagle,,python,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3110,cuckoo,bumblebee,,zeppelin,High,Thematic Match,Giallanza Phenomena,0.0,5.0
3111,cuckoo,bumblebee,,peacock,Low,Thematic Match,Giallanza Phenomena,0.0,65.0
3112,parakeet,dog,,turtle,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3113,parakeet,dog,,penguin,Low,Thematic Match,Giallanza Phenomena,0.0,70.0
3114,eel,sheep,,pheasant,High,Thematic Match,Giallanza Phenomena,50.0,45.0
3115,eel,sheep,,goldfish,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3116,duck,swordfish,,horse,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3117,duck,swordfish,,stork,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3118,pistol,python,,lion,High,Thematic Match,Giallanza Phenomena,5.0,30.0
3119,pistol,python,,tank,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3120,pistol,shark,,boa,High,Thematic Match,Giallanza Phenomena,5.0,50.0
3121,pistol,shark,,bow,Low,Thematic Match,Giallanza Phenomena,10.0,45.0
3122,turkey,shark,,horse,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3123,turkey,shark,,swallow,Low,Thematic Match,Giallanza Phenomena,0.0,70.0
3124,fox,crocodile,,vulture,High,Thematic Match,Giallanza Phenomena,100.0,65.0
3125,fox,crocodile,,llama,Low,Thematic Match,Giallanza Phenomena,0.0,65.0
3126,airplane,ladybug,,seagull,High,Thematic Match,Giallanza Phenomena,50.0,90.0
3127,airplane,ladybug,,car,Low,Thematic Match,Giallanza Phenomena,50.0,45.0
3128,crocodile,tiger,,vulture,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3129,crocodile,tiger,,frog,Low,Thematic Match,Giallanza Phenomena,10.0,60.0
3130,ladybug,zeppelin,,pheasant,High,Thematic Match,Giallanza Phenomena,50.0,45.0
3131,ladybug,zeppelin,,beetle,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3132,knuckle dusters,lion,,saw,High,Thematic Match,Giallanza Phenomena,5.0,30.0
3133,knuckle dusters,lion,,slingshot,Low,Thematic Match,Giallanza Phenomena,50.0,30.0
3134,canary,turtle,,hamster,High,Thematic Match,Giallanza Phenomena,100.0,65.0
3135,canary,turtle,,pheasant,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3136,dog,vulture,,crocodile,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3137,dog,vulture,,elephant,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3138,fox,cobra,,eagle,High,Thematic Match,Giallanza Phenomena,0.0,65.0
3139,fox,cobra,,giraffe,Low,Thematic Match,Giallanza Phenomena,0.0,50.0
3140,crocodile,saw,,wolf,High,Thematic Match,Giallanza Phenomena,5.0,45.0
3141,crocodile,saw,,tortoise,Low,Thematic Match,Giallanza Phenomena,10.0,45.0
3142,machine gun,shark,,python,High,Thematic Match,Giallanza Phenomena,5.0,45.0
3143,machine gun,shark,,slingshot,Low,Thematic Match,Giallanza Phenomena,5.0,30.0
3144,dog,turtle,,canary,High,Thematic Match,Giallanza Phenomena,100.0,65.0
3145,dog,turtle,,hedgehog,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3146,boa,eagle,,shark,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3147,boa,eagle,,tortoise,Low,Thematic Match,Giallanza Phenomena,100.0,60.0
3148,parrot,dog,,goldfish,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3149,parrot,dog,,dove,Low,Thematic Match,Giallanza Phenomena,100.0,85.0
3150,herring,pig,,turkey,High,Thematic Match,Giallanza Phenomena,100.0,65.0
3151,herring,pig,,goldfish,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3152,lion,python,,saw,High,Thematic Match,Giallanza Phenomena,0.0,5.0
3153,lion,python,,elephant,Low,Thematic Match,Giallanza Phenomena,0.0,70.0
3154,sardine,cow,,pheasant,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3155,sardine,cow,,whale,Low,Thematic Match,Giallanza Phenomena,100.0,85.0
3156,hamster,parrot,,goldfish,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3157,hamster,parrot,,zebra,Low,Thematic Match,Giallanza Phenomena,0.0,65.0
3158,tiger,snake,,eagle,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3159,tiger,snake,,cow,Low,Thematic Match,Giallanza Phenomena,0.0,60.0
3160,boa,fox,,shark,High,Thematic Match,Giallanza Phenomena,5.0,60.0
3161,boa,fox,,monitor lizard,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3162,crocodile,tiger,,saw,High,Thematic Match,Giallanza Phenomena,0.0,5.0
3163,crocodile,tiger,,tortoise,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3164,tiger,crocodile,,falcon,High,Thematic Match,Giallanza Phenomena,5.0,40.0
3165,tiger,crocodile,,kangaroo,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3166,butterfly,bat,,seagull,High,Thematic Match,Giallanza Phenomena,100.0,90.0
3167,butterfly,bat,,beetle,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3168,falcon,tiger,,snake,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3169,falcon,tiger,,pelican,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3170,lion,crocodile,,vulture,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3171,lion,crocodile,,sheep,Low,Thematic Match,Giallanza Phenomena,0.0,60.0
3172,crocodile,eagle,,tiger,High,Thematic Match,Giallanza Phenomena,0.0,70.0
3173,crocodile,eagle,,turtle,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3174,sardine,rabbit,,turkey,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3175,sardine,rabbit,,orca,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3176,crocodile,lion,,shark,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3177,crocodile,lion,,salamander,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3178,sword,cobra,,shark,High,Thematic Match,Giallanza Phenomena,5.0,65.0
3179,sword,cobra,,bow,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3180,cobra,pistol,,shark,High,Thematic Match,Giallanza Phenomena,50.0,45.0
3181,cobra,pistol,,turtle,Low,Thematic Match,Giallanza Phenomena,10.0,30.0
3182,tiger,cobra,,shark,High,Thematic Match,Giallanza Phenomena,5.0,65.0
3183,tiger,cobra,,pig,Low,Thematic Match,Giallanza Phenomena,5.0,40.0
3184,cat,parrot,,turtle,High,Thematic Match,Giallanza Phenomena,0.0,65.0
3185,cat,parrot,,rabbit,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3186,cat,parakeet,,goldfish,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3187,cat,parakeet,,horse,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3188,squid,rabbit,,pheasant,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3189,squid,rabbit,,piranha,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3190,falcon,mosquito,,bat,High,Thematic Match,Giallanza Phenomena,100.0,90.0
3191,falcon,mosquito,,rooster,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3192,sole,ostrich,,horse,High,Thematic Match,Giallanza Phenomena,100.0,65.0
3193,sole,ostrich,,sperm whale,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3194,robin,airplane,,horsefly,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3195,robin,airplane,,duck,Low,Thematic Match,Giallanza Phenomena,50.0,85.0
3196,sheep,ostrich,,swordfish,High,Thematic Match,Giallanza Phenomena,0.0,30.0
3197,sheep,ostrich,,hippopotamus,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3198,cat,turtle,,canary,High,Thematic Match,Giallanza Phenomena,100.0,65.0
3199,cat,turtle,,pig,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3200,alligator,saw,,lion,High,Thematic Match,Giallanza Phenomena,10.0,50.0
3201,alligator,saw,,lizard,Low,Thematic Match,Giallanza Phenomena,90.0,65.0
3202,dog,parrot,,goldfish,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3203,dog,parrot,,bison,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3204,cod,pheasant,,sheep,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3205,cod,pheasant,,dolphin,Low,Thematic Match,Giallanza Phenomena,0.0,65.0
3206,boa,fox,,falcon,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3207,boa,fox,,toad,Low,Thematic Match,Giallanza Phenomena,50.0,45.0
3208,heron,bat,,bee,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3209,heron,bat,,duck,Low,Thematic Match,Giallanza Phenomena,0.0,85.0
3210,dog,crocodile,,vulture,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3211,dog,crocodile,,hamster,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3212,flatfish,ostrich,,horse,High,Thematic Match,Giallanza Phenomena,50.0,45.0
3213,flatfish,ostrich,,dolphin,Low,Thematic Match,Giallanza Phenomena,0.0,45.0
3214,bat,helicopter,,blackbird,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3215,bat,helicopter,,hippopotamus,Low,Thematic Match,Giallanza Phenomena,5.0,5.0
3216,tiger,caiman,,falcon,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3217,tiger,caiman,,elephant,Low,Thematic Match,Giallanza Phenomena,5.0,70.0
3218,fly,robin,,airplane,High,Thematic Match,Giallanza Phenomena,5.0,5.0
3219,fly,robin,,cricket,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3220,turtle,parakeet,,hamster,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3221,turtle,parakeet,,snake,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3222,helicopter,magpie,,dragonfly,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3223,helicopter,magpie,,sled,Low,Thematic Match,Giallanza Phenomena,5.0,20.0
3224,fox,snake,,eagle,High,Thematic Match,Giallanza Phenomena,5.0,60.0
3225,fox,snake,,mouse,Low,Thematic Match,Giallanza Phenomena,5.0,65.0
3226,plaice,duck,,cow,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3227,plaice,duck,,goldfish,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3228,duck,herring,,cow,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3229,duck,herring,,swallow,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3230,turtle,parakeet,,dog,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3231,turtle,parakeet,,toad,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3232,cobra,bazooka,,lion,High,Thematic Match,Giallanza Phenomena,5.0,50.0
3233,cobra,bazooka,,caiman,Low,Thematic Match,Giallanza Phenomena,50.0,50.0
3234,squid,cow,,turkey,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3235,squid,cow,,orca,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3236,tiger,dagger,,alligator,High,Thematic Match,Giallanza Phenomena,100.0,45.0
3237,tiger,dagger,,donkey,Low,Thematic Match,Giallanza Phenomena,0.0,35.0
3238,alligator,cat,,vulture,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3239,alligator,cat,,snake,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3240,polar bear,caiman,,vulture,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3241,polar bear,caiman,,deer,Low,Thematic Match,Giallanza Phenomena,0.0,65.0
3242,lion,crocodile,,vulture,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3243,lion,crocodile,,dromedary,Low,Thematic Match,Giallanza Phenomena,0.0,70.0
3244,tiger,caiman,,vulture,High,Thematic Match,Giallanza Phenomena,5.0,60.0
3245,tiger,caiman,,rabbit,Low,Thematic Match,Giallanza Phenomena,5.0,30.0
3246,python,rifle,,axe,High,Thematic Match,Giallanza Phenomena,0.0,45.0
3247,python,rifle,,tortoise,Low,Thematic Match,Giallanza Phenomena,50.0,20.0
3248,vulture,tiger,,alligator,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3249,vulture,tiger,,swan,Low,Thematic Match,Giallanza Phenomena,50.0,50.0
3250,tiger,shark,,falcon,High,Thematic Match,Giallanza Phenomena,5.0,60.0
3251,tiger,shark,,pig,Low,Thematic Match,Giallanza Phenomena,5.0,60.0
3252,ladybug,dove,,rocket,High,Thematic Match,Giallanza Phenomena,5.0,5.0
3253,ladybug,dove,,beetle,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3254,sword,python,,shark,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3255,sword,python,,shield,Low,Thematic Match,Giallanza Phenomena,50.0,45.0
3256,pistol,boa,,lion,High,Thematic Match,Giallanza Phenomena,10.0,45.0
3257,pistol,boa,,canon,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3258,cat,turtle,,goldfish,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3259,cat,turtle,,pig,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3260,airplane,owl,,fruit fly,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3261,airplane,owl,,skateboard,Low,Thematic Match,Giallanza Phenomena,5.0,20.0
3262,tiger,python,,bazooka,High,Thematic Match,Giallanza Phenomena,5.0,5.0
3263,tiger,python,,fox,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3264,rifle,cobra,,wolf,High,Thematic Match,Giallanza Phenomena,50.0,55.0
3265,rifle,cobra,,slingshot,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3266,pistol,boa,,saw,High,Thematic Match,Giallanza Phenomena,10.0,30.0
3267,pistol,boa,,slingshot,Low,Thematic Match,Giallanza Phenomena,50.0,45.0
3268,carp,dove,,pig,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3269,carp,dove,,goldfish,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3270,sheep,flatfish,,duck,High,Thematic Match,Giallanza Phenomena,10.0,60.0
3271,sheep,flatfish,,fox,Low,Thematic Match,Giallanza Phenomena,5.0,45.0
3272,caiman,lion,,eagle,High,Thematic Match,Giallanza Phenomena,50.0,40.0
3273,caiman,lion,,iguana,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3274,swordfish,rabbit,,pheasant,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3275,swordfish,rabbit,,piranha,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3276,pistol,shark,,cobra,High,Thematic Match,Giallanza Phenomena,10.0,65.0
3277,pistol,shark,,tank,Low,Thematic Match,Giallanza Phenomena,5.0,60.0
3278,dog,crocodile,,vulture,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3279,dog,crocodile,,deer,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3280,double barrelled shotgun,shark,,tiger,High,Thematic Match,Giallanza Phenomena,10.0,60.0
3281,double barrelled shotgun,shark,,slingshot,Low,Thematic Match,Giallanza Phenomena,5.0,30.0
3282,lion,caiman,,vulture,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3283,lion,caiman,,deer,Low,Thematic Match,Giallanza Phenomena,5.0,60.0
3284,cobra,sword,,tiger,High,Thematic Match,Giallanza Phenomena,5.0,45.0
3285,cobra,sword,,salamander,Low,Thematic Match,Giallanza Phenomena,5.0,45.0
3286,duck,squid,,horse,High,Thematic Match,Giallanza Phenomena,0.0,40.0
3287,duck,squid,,magpie,Low,Thematic Match,Giallanza Phenomena,0.0,50.0
3288,parakeet,turtle,,cat,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3289,parakeet,turtle,,cuckoo,Low,Thematic Match,Giallanza Phenomena,0.0,70.0
3290,rabbit,swordfish,,pheasant,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3291,rabbit,swordfish,,lion,Low,Thematic Match,Giallanza Phenomena,0.0,65.0
3292,machine gun,shark,,lion,High,Thematic Match,Giallanza Phenomena,5.0,60.0
3293,machine gun,shark,,whip,Low,Thematic Match,Giallanza Phenomena,5.0,45.0
3294,fox,crocodile,,vulture,High,Thematic Match,Giallanza Phenomena,0.0,65.0
3295,fox,crocodile,,squirrel,Low,Thematic Match,Giallanza Phenomena,5.0,65.0
3296,tiger,crocodile,,knuckle dusters,High,Thematic Match,Giallanza Phenomena,100.0,5.0
3297,tiger,crocodile,,hedgehog,Low,Thematic Match,Giallanza Phenomena,5.0,50.0
3298,knuckle dusters,wolf,,alligator,High,Thematic Match,Giallanza Phenomena,10.0,45.0
3299,knuckle dusters,wolf,,tank,Low,Thematic Match,Giallanza Phenomena,5.0,30.0
3300,dove,wasp,,rocket,High,Thematic Match,Giallanza Phenomena,5.0,5.0
3301,dove,wasp,,ostrich,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3302,dove,horse,,plaice,High,Thematic Match,Giallanza Phenomena,50.0,30.0
3303,dove,horse,,cuckoo,Low,Thematic Match,Giallanza Phenomena,100.0,60.0
3304,dragonfly,heron,,bat,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3305,dragonfly,heron,,leech,Low,Thematic Match,Giallanza Phenomena,90.0,30.0
3306,cat,crocodile,,vulture,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3307,cat,crocodile,,dromedary,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3308,rabbit,plaice,,dove,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3309,rabbit,plaice,,cat,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3310,hamster,canary,,goldfish,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3311,hamster,canary,,mouse,Low,Thematic Match,Giallanza Phenomena,100.0,85.0
3312,helicopter,crow,,dragonfly,High,Thematic Match,Giallanza Phenomena,90.0,85.0
3313,helicopter,crow,,sled,Low,Thematic Match,Giallanza Phenomena,5.0,20.0
3314,wasp,magpie,,(hot air) balloon,High,Thematic Match,Giallanza Phenomena,50.0,5.0
3315,wasp,magpie,,louse,Low,Thematic Match,Giallanza Phenomena,100.0,60.0
3316,lion,vulture,,alligator,High,Thematic Match,Giallanza Phenomena,100.0,70.0
3317,lion,vulture,,beaver,Low,Thematic Match,Giallanza Phenomena,0.0,40.0
3318,crocodile,dog,,vulture,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3319,crocodile,dog,,dinosaur,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3320,eagle,bat,,wasp,High,Thematic Match,Giallanza Phenomena,100.0,70.0
3321,eagle,bat,,turkey,Low,Thematic Match,Giallanza Phenomena,100.0,85.0
3322,helicopter,falcon,,bee,High,Thematic Match,Giallanza Phenomena,10.0,85.0
3323,helicopter,falcon,,bicycle,Low,Thematic Match,Giallanza Phenomena,5.0,20.0
3324,fox,vulture,,crocodile,High,Thematic Match,Giallanza Phenomena,0.0,45.0
3325,fox,vulture,,monkey,Low,Thematic Match,Giallanza Phenomena,5.0,65.0
3326,goldfish,canary,,cat,High,Thematic Match,Giallanza Phenomena,100.0,65.0
3327,goldfish,canary,,eel,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3328,cobra,wolf,,falcon,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3329,cobra,wolf,,blindworm,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3330,lion,caiman,,vulture,High,Thematic Match,Giallanza Phenomena,100.0,60.0
3331,lion,caiman,,mouse,Low,Thematic Match,Giallanza Phenomena,5.0,60.0
3332,goldfish,parrot,,dog,High,Thematic Match,Giallanza Phenomena,100.0,70.0
3333,goldfish,parrot,,flatfish,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3334,ladybug,dove,,zeppelin,High,Thematic Match,Giallanza Phenomena,5.0,5.0
3335,ladybug,dove,,cricket,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3336,turtle,parakeet,,goldfish,High,Thematic Match,Giallanza Phenomena,50.0,70.0
3337,turtle,parakeet,,tortoise,Low,Thematic Match,Giallanza Phenomena,100.0,90.0
3338,wolf,alligator,,falcon,High,Thematic Match,Giallanza Phenomena,0.0,60.0
3339,wolf,alligator,,beaver,Low,Thematic Match,Giallanza Phenomena,100.0,65.0
3340,crocodile,dog,,vulture,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3341,crocodile,dog,,dinosaur,Low,Thematic Match,Giallanza Phenomena,90.0,70.0
3342,tiger,alligator,,falcon,High,Thematic Match,Giallanza Phenomena,0.0,40.0
3343,tiger,alligator,,rabbit,Low,Thematic Match,Giallanza Phenomena,5.0,40.0
3344,owl,zeppelin,,bat,High,Thematic Match,Giallanza Phenomena,50.0,55.0
3345,owl,zeppelin,,swan,Low,Thematic Match,Giallanza Phenomena,50.0,45.0
3346,anchovy,turkey,,pig,High,Thematic Match,Giallanza Phenomena,100.0,85.0
3347,anchovy,turkey,,orca,Low,Thematic Match,Giallanza Phenomena,50.0,65.0
3348,alligator,dog,,vulture,High,Thematic Match,Giallanza Phenomena,50.0,60.0
3349,alligator,dog,,snake,Low,Thematic Match,Giallanza Phenomena,100.0,70.0
3350,parakeet,turtle,,hamster,High,Thematic Match,Giallanza Phenomena,50.0,65.0
3351,parakeet,turtle,,owl,Low,Thematic Match,Giallanza Phenomena,50.0,70.0
3352,sword,alligator,,lion,High,Thematic Match,Giallanza Phenomena,10.0,55.0
3353,sword,alligator,,shield,Low,Thematic Match,Giallanza Phenomena,50.0,45.0
3354,crocodile,vulture,,cat,High,Thematic Match,Giallanza Phenomena,5.0,40.0
3355,crocodile,vulture,,cobra,Low,Thematic Match,Giallanza Phenomena,90.0,70.0
3356,crocodile,vulture,,fox,High,Thematic Match,Giallanza Phenomena,5.0,60.0
3357,crocodile,vulture,,salamander,Low,Thematic Match,Giallanza Phenomena,50.0,60.0
3358,wolf,crocodile,,shark,High,Thematic Match,Giallanza Phenomena,100.0,70.0
3359,wolf,crocodile,,cat,Low,Thematic Match,Giallanza Phenomena,5.0,65.0
3360,dove,cow,,herring,High,Thematic Match,Giallanza Phenomena,50.0,60.0
